Match Flag	Item ID	Item Number	Item Description 1	Item Description 2	Branch Plant	Stocking Type	Division	Part Type	Div by Part Type	ItemID	ItemNumber	ThirdItemNumber	Description1	Description2	BranchPlant	Plant	BranchPlant_Desc	Company	StockingType	StockingType_Desc	Part_Type	ProductGroup	ProductGroup_Desc	ProductFamily	ProductFamily_Desc	ProductCode	ProductCode_Desc	CatCode4	CatCode4_Desc	CatCode6	CatCode6_Desc	CatCode7	CatCode7_Desc	CatCode8	CatCode8_Desc	CatCode9	CatCode9_Desc	ItemCatCode7	ItemCatCode7_Desc	ItemCatCode9	ItemCatCode9_Desc	CommodityClass	CommodityClass_Desc	CommoditySubclass	CommoditySubClass_Desc	PrimaryLastSupplierNumber	PlannerNumber	BuyerNumber	LineType	Product_Type	Product_Type_Desc	CrossRefType	CustomerSupplierItemNumber
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B271	CTC	MPD China Consignment B/P	647	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B273	CAN	MPD Canada Consignment B/P	260	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B276	CTC	MPD Shanghai DKSH Returns BP	647	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B277	CTC	MPD China 3PL DKSH	647	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4287	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B293	TAI	MPD Taiwan Consignment B/P	635	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B297	SWE	Finland MPD B/P	390	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B307	SIN	MPD  Singapore DSKH Returns BP	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4054	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B313	CEW	MPD Spain Distribution B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B314	CEW	MPD Spain Returns B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B326	HK	INACTIVEHongKong MPD CONSIG BP	600	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B334	PX3	MPD 3PL - Restricted	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B335	PX3	MPD 3PL - Returns	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B336	PX3	MPD 3PL - Disaster Recovery	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4054	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B702	OZ	Medical-Consign-Sydney B/P	700	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	11232199	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	PU2	Putzbrunn II B/P	350	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B085	HP	UK MPD B/P	300	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B114	FP	Medical Consignment B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B115	FP	Medical Returned Product B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B140	SIN	Singapore MPD B/P	625	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B144		France MPD B/P	340	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B147	ITA	Italy MPD B/P	371	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B150	ESP	Spain MPD B/P	381	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B153	SWE	Sweden MPD B/P	390	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B158	NLD	Netherlands MPD B/P	365	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B161		Austria MPD B/P	367	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B217	CAN	GORE CANADA B/P	260	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B195	HK	INACTIVE Hong Kong Medical B/P	600	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B308	SIN	MPD SGP DSKH Distribution BP	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4054	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B701	OZ	Medical-Sydney B/P	700	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B009	MC	Medical Central B/P2	8	S	"Finished Goods, Manufactured"	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4219	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B175	CEW	MPD Holland Distrib  B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B128	FP	MPD FLAG Restrict FG Items B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10009228	ST0605	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B042	G	MPD	Finished Goods	MPDFinished Goods	10009228	ST0605	7.33E+11	STRETCH THIN WALL 6MM X 50CM	GORE-TEX STRETCH GRAFT	B283	PH1	MPD PHX Raw Materials B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	0	S	PER	Peripheral		
3	10010745	SRRT08070080L	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	G	MPD	Finished Goods	MPDFinished Goods	10010745	SRRT08070080L	7.33E+11	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B333	PX3	MPD 3PL - Distribution	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP041	STRETCH REM. RINGS	N9021A	Implantable devices	MS12	PERIPHERAL	PP041	STRETCH REM. RINGS	MS12	PERIPHERAL					4054	16316384	0	S	PER	Peripheral		
3	10010745	SRRT08070080L	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	G	MPD	Finished Goods	MPDFinished Goods	10010745	SRRT08070080L	7.33E+11	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	CEW	MPD Holland Distrib  B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP041	STRETCH REM. RINGS	N9021A	Implantable devices	MS12	PERIPHERAL	PP041	STRETCH REM. RINGS	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10010745	SRRT08070080L	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	G	MPD	Finished Goods	MPDFinished Goods	10010745	SRRT08070080L	7.33E+11	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B185	TAI	MPD Taiwan B/P	635	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP041	STRETCH REM. RINGS	N9021A	Implantable devices	MS12	PERIPHERAL	PP041	STRETCH REM. RINGS	MS12	PERIPHERAL					4003	11289555	12314856	S	PER	Peripheral		
3	10010745	SRRT08070080L	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	G	MPD	Finished Goods	MPDFinished Goods	10010745	SRRT08070080L	7.33E+11	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B217	CAN	GORE CANADA B/P	260	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP041	STRETCH REM. RINGS	N9021A	Implantable devices	MS12	PERIPHERAL	PP041	STRETCH REM. RINGS	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10010745	SRRT08070080L	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B175	G	MPD	Finished Goods	MPDFinished Goods	10010745	SRRT08070080L	7.33E+11	STR REM RG T8MM 70CM RS X 80CM	GORE-TEX STRETCH RING GRAFT	B702	OZ	Medical-Consign-Sydney B/P	700	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP041	STRETCH REM. RINGS	N9021A	Implantable devices	MS12	PERIPHERAL	PP041	STRETCH REM. RINGS	MS12	PERIPHERAL					4344	11289555	11232199	S	PER	Peripheral		
