Year,PlayerName,Position
2010-2011,Andy McDonald,C
2010-2011,Philip McRae,C
2010-2011,Nikita Nikitin,D
2010-2011,T.J Oshie,C
2010-2011,Nathan Oystrick,D
2010-2011,David Perron,LW
2010-2011,Alex Pietrangelo,D
2010-2011,Roman Polak,D
2010-2011,Chris Porter,C
2010-2011,Ryan Reaves,RW
2010-2011,Dave Scatchard,C
2010-2011,Kevin Shattenkirk,D
2010-2011,Vladimir Sobotka,C
2010-2011,Alexander Steen,C
2010-2011,Chris Stewart,RW
2010-2011,Tyson Strachan,D
2010-2011,Marek Svatos,RW
2010-2011,Kyle Wellwood,C
2010-2011,Brad Winchester,LW
2010-2011,Craig Anderson,G
2010-2011,Jason Bacashihua,G
2010-2011,Shawn Belle,D
2010-2011,Peter Budaj,G
2010-2011,Colby Cohen,D
2010-2011,Kyle Cumiskey,D
2010-2011,Matt Duchene,C
2010-2011,Philipe Dupuis,C
2010-2011,Brian Elliott,G
2010-2011,Tomas Fleischmann,LW
2010-2011,Adam Foote,D
2010-2011,Peter Forsberg,C
2010-2011,T.J. Galiardi,LW
2010-2011,Cameron Gaunce,D
2010-2011,John Grahame,G
2010-2011,Scott Hannan,D
2010-2011,Milan Hejduk,RW
2010-2011,Jonas Holos,D
2010-2011,Matt Hunwick,D
2010-2011,Erik Johnson,D
2010-2011,David Jones,RW
2010-2011,David Koci,LW
2010-2011,David Liffiton,D
2010-2011,John-Michael Liles,D
2010-2011,Ray Macias,D
2010-2011,Greg Mauldin,LW
2010-2011,Jay McClement,C
2010-2011,Cody McLeod,LW
2010-2011,Peter Mueller,C
2010-2011,Ryan O'Byrne,D
2010-2011,Ryan O'Reilly,C
2010-2011,Mark Olver,C
2010-2011,Kevin Porter,C
2010-2011,Kyle Quincey,D
2010-2011,Kevin Shattenkirk,D
2010-2011,Paul Stastny,C
2010-2011,Chris Stewart,RW
2010-2011,Ryan Stoa,C
2010-2011,David Van der Gulik,LW
2010-2011,Ryan Wilson,D
2010-2011,Daniel Winnik,LW
2010-2011,Brandon Yip,RW
2010-2011,Richard Bachman,G
2010-2011,Krystofer Barch,RW
2010-2011,Jamie Benn,LW
2010-2011,Severin Blindenbacher,D
2010-2011,Fabian Brunnstrom,LW
2010-2011,Adam Burish,RW
2010-2011,Trevor Daley,D
2010-2011,Loui Eriksson,LW
2010-2011,Mark Fistric,D
2010-2011,Maxime Fortunus,D
2010-2011,Aaron Gagnon,D
2010-2011,Alex Goligoski,D
2010-2011,Nicklas Grossman,D
2010-2011,Brent Krahn,G
2010-2011,Jamie Langenbrunner,RW
2010-2011,Philip Larsen,D
2010-2011,Kari Lehtonen,G
2010-2011,Trevor Ludwig,D
2010-2011,Brad Lukowich,D
2010-2011,Travis Morin,C
2010-2011,Brenden Morrow,LW
2010-2011,James Neal,LW
2010-2011,Matt Niskanen,D
2010-2011,Steve Ott,LW
2010-2011,Toby Petersen,C
2010-2011,Andrew Raycroft,G
2010-2011,Mike Ribeiro,C
2010-2011,Brad Richards,C
2010-2011,Stephane Robidas,D
2010-2011,Raymond Sawada,RW
2010-2011,Colton Sceviour,C
2010-2011,Brandon Segal,RW
2010-2011,Karlis Skrastins,D
2010-2011,Mikhail Stefanovich,RW
2010-2011,Brian Sutherby,C
2010-2011,Tomas Vincour,C
2010-2011,Tom Wandell,C
2010-2011,Francis Wathier,LW
2010-2011,Jason Williams,RW
2010-2011,Jeff Woywitka,D
2010-2011,Anton Babchuk,D
2010-2011,Mikael Backlund,C
2010-2011,Lance Bouma,C
2010-2011,Rene Bourque,LW
2010-2011,Jay Bouwmeester,D
2010-2011,T. J. Brodie,D
2010-2011,Brett Carson,D
2010-2011,Craig Conroy,C
2010-2011,Mark Giordano,D
2010-2011,Curtis Glencross,LW
2010-2011,Niklas Hagman,LW
2010-2011,Jarome Iginla,RW
2010-2011,Raitis Ivanans,LW
2010-2011,Tim Jackman,RW
2010-2011,Olli Jokinen,C
2010-2011,Henrik Karlsson,G
2010-2011,Miikka Kiprusoff,G
2010-2011,Tom Kostopoulos,RW
2010-2011,Ales Kotalik,RW
2010-2011,Daymond Langkow,C
2010-2011,Stefan Meyer,LW
2010-2011,Brendan Mikkelson,D
2010-2011,Freddy Modin,LW
2010-2011,Brendan Morrison,C
2010-2011,David Moss,RW
2010-2011,Greg Nemisz,RW
2010-2011,Adam Pardy,D
2010-2011,Robyn Regehr,D
2010-2011,Cory Sarich,D
2010-2011,Steve Staios,D
2010-2011,Matt Stajan,C
2010-2011,Ryan Stone,C
2010-2011,Brett Sutter,LW
2010-2011,Dan Syvret,D
2010-2011,Alex Tanguay,LW
2010-2011,Ian White,D
2010-2011,Francois Beauchemin,D
2010-2011,Matt Beleskey,LW
2010-2011,Jason Blake,LW
2010-2011,Igor Bobkov,G
2010-2011,Troy Bodie,RW
2010-2011,Nick Bonino,C
2010-2011,Sheldon Brookbank,LW
2010-2011,Ryan Carter,C
2010-2011,Kyle Chipchura,C
2010-2011,Mat Clark,D
2010-2011,Nicolas Deschamps,LW
2010-2011,Dan Ellis,G
2010-2011,Ray Emery,G
2010-2011,Brett Festerling,D
2010-2011,Cam Fowler,D
2010-2011,Ryan Getzlaf,C
2010-2011,Josh Green,C
2010-2011,Nate Guenin,D
2010-2011,Jonas Hiller,G
2010-2011,Peter Holland,C
2010-2011,Jason Jaffray,C
2010-2011,Saku Koivu,C
2010-2011,Maxim Lapierre,C
2010-2011,Jean-Phillippe Levasseur,G
2010-2011,Andreas Lilja,D
2010-2011,Joffrey Lupul,RW
2010-2011,Toni Lydman,D
2010-2011,Paul Mara,D
2010-2011,Todd Marchant,C
2010-2011,Patrick Maroon,LW
2010-2011,Curtis McElhinney,G
2010-2011,Brian McGrattan,RW
2010-2011,Brandon McMillan,LW
2010-2011,Brendan Mikkelson,D
2010-2011,Kyle Palmieri,RW
2010-2011,George Parros,RW
2010-2011,Joel Perrault,C
2010-2011,Corey Perry,RW
2010-2011,Timo Pielmeier,G
2010-2011,Jarkko Ruutu,LW
2010-2011,Bobby Ryan,RW
2010-2011,Luca Sbisa,D
2010-2011,Teemu Selanne,RW
2010-2011,Dan Sexton,RW
2010-2011,Devante Smith-Pelly,LW
2010-2011,Andy Sutton,D
2010-2011,Dan Syvret,D
2010-2011,Lubomir Visnovsky,D
2010-2011,Aaron Voros,LW
2010-2011,Brad Winchester,LW
2010-2011,Adrian Aucoin,D
2010-2011,Mathieu Beaudoin,RW
2010-2011,Eric Belanger,C
2010-2011,Paul Bissonnette,LW
2010-2011,Mikkel Boedker,C
2010-2011,Ilya Bryzgalov,G
2010-2011,Dane Byers,LW
2010-2011,Matt Climie,G
2010-2011,Shane Doan,RW
2010-2011,Andrew Ebbett,C
2010-2011,Oliver Ekman-Larsson,D
2010-2011,Thomas Fenton,G
2010-2011,Vernon Fiddler,C
2010-2011,Maxim Goncharov,D
2010-2011,Brandon Gormley,D
2010-2011,Martin Hanzal,C
2010-2011,Ryan Hollweg,LW
2010-2011,Ed Jovanovski,D
2010-2011,Bracken Kearns,C
2010-2011,Rostislav Klesla,D
2010-2011,Lauri Korpikoski,LW
2010-2011,Jason LaBarbera,G
2010-2011,Sami Lepisto,D
2010-2011,Brett MacLean,LW
2010-2011,Andy Miele,C
2010-2011,Al Montoya,G
2010-2011,Derek Morris,D
2010-2011,Alexandre Picard,LW
2010-2011,Petr Prucha,RW
2010-2011,Taylor Pyatt,LW
2010-2011,Michal Rozsival,D
2010-2011,Kurt Sauer,D
2010-2011,David Schlemko,D
2010-2011,Garrett Stafford,D
2010-2011,Lee Stempniak,RW
2010-2011,Chris Summers,D
2010-2011,Viktor Tikhonov,RW
2010-2011,Kyle Turris,C
2010-2011,Scottie Upshall,LW
2010-2011,Radim Vrbata,RW
2010-2011,Ethan Werek,C
2010-2011,Ray Whitney,LW
2010-2011,Wojtek Wolski,LW
2010-2011,Keith Yandle,D
2010-2011,Nolan Yonkman,D
2010-2011,Shawn Belle,D
2010-2011,Gilbert Brule,C
2010-2011,Taylor Chorney,D
2010-2011,Andrew Cogliano,C
2010-2011,Jeff Deslauriers,G
2010-2011,Devan Dubnyk,G
2010-2011,Jordan Eberle,RW
2010-2011,Kurtis Foster,D
2010-2011,Colin Fraser,C
2010-2011,Sam Gagner,C
2010-2011,Martin Gerber,G
2010-2011,Tom Gilbert,D
2010-2011,Alexandre Giroux,RW
2010-2011,Taylor Hall,LW
2010-2011,Teemu Hartikainen,LW
2010-2011,Ales Hemsky,RW
2010-2011,Shawn Horcoff,C
2010-2011,Jean-Francois Jacques,LW
2010-2011,Ryan Jones,LW
2010-2011,Nikolai Khabibulin,G
2010-2011,Steve MacIntyre,LW
2010-2011,Kevin Montgomery,D
2010-2011,Ryan O'Marra,C
2010-2011,Linus Omark,LW
2010-2011,Magnus Paajarvi,LW
2010-2011,Theo Peckham,D
2010-2011,Dustin Penner,RW
2010-2011,Richard Petiot,D
2010-2011,Jeff Petry,D
2010-2011,Alex Plante,D
2010-2011,Liam Reddox,LW
2010-2011,Ladislav Smid,D
2010-2011,Zack Stortini,RW
2010-2011,Jason Strudwick,D
2010-2011,Colten Teubert,D
2010-2011,Hunter Tremblay,LW
2010-2011,Jim Vandermeer,D
2010-2011,Chris Vandevelde,C
2010-2011,Ryan Whitney,D
2010-2011,Andrew Alberts,D
2010-2011,Jonas Andersson,LW
2010-2011,Keith Ballard,D
2010-2011,Kevin Bieksa,D
2010-2011,Mario Bliznak,C
2010-2011,Alexandre Bolduc,C
2010-2011,Alexandre Burrows,LW
2010-2011,Guillaume Desbiens,RW
2010-2011,Alexander Edler,D
2010-2011,Christian Ehrhoff,D
2010-2011,Tanner Glass,LW
2010-2011,Dan Hamhuis,D
2010-2011,Jannik Hansen,RW
2010-2011,Chris Higgins,LW
2010-2011,Cody Hodgson,C
2010-2011,Ryan Kesler,C
2010-2011,Eddie Lack,G
2010-2011,Maxim Lapierre,C
2010-2011,Roberto Luongo,G
2010-2011,Manny Malhotra,C
2010-2011,Evan Oberg,D
2010-2011,Victor Oreskovich,RW
2010-2011,Nathan Paetsch,D
2010-2011,Ryan Parent,D
2010-2011,Joel Perrault,C
2010-2011,Mason Raymond,LW
2010-2011,Aaron Rome,D
2010-2011,Rick Rypien,C
2010-2011,Sami Salo,D
2010-2011,Mikael Samuelsson,RW
2010-2011,Yann Sauve,D
2010-2011,Peter Schaefer,LW
2010-2011,Cory Schneider,G
2010-2011,Daniel Sedin,LW
2010-2011,Henrik Sedin,C
2010-2011,Macgregor Sharp,C
2010-2011,Sergei Shirokov,LW
2010-2011,Lee Sweatt,D
2010-2011,Jeff Tambellini,LW
2010-2011,Christopher Tanev,D
2010-2011,Raffi Torres,LW
2010-2011,Aaron Volpatti,LW
2010-2011,Jonathon Bernier,G
2010-2011,Dustin Brown,RW
2010-2011,Marc-Andre Cliche,C
2010-2011,Kyle Clifford,LW
2010-2011,Drew Doughty,D
2010-2011,Davis Drewiske,D
2010-2011,Matt Greene,D
2010-2011,Michal Handzus,C
2010-2011,Peter Harrold,D
2010-2011,Jack Johnson,D
2010-2011,Ray Kaunisto,LW
2010-2011,Dwight King,LW
2010-2011,Anze Kopitar,C
2010-2011,Trevor Lewis,C
2010-2011,Andrei Loktionov,C
2010-2011,Alec Martinez,D
2010-2011,Willie Mitchell,D
2010-2011,Oscar Moller,C
2010-2011,Jacob Muzzin,D
2010-2011,Scott Parse,LW
2010-2011,Dustin Penner,RW
2010-2011,Alexei Ponikarovsky,LW
2010-2011,Jonathan Quick,G
2010-2011,Brad Richardson,C
2010-2011,Brayden Schenn,C
2010-2011,Robert Scuderi,D
2010-2011,Wayne Simmonds,RW
2010-2011,Ryan Smyth,LW
2010-2011,Jarret Stoll,C
2010-2011,Marco Sturm,LW
2010-2011,Colten Teubert,D
2010-2011,Kevin Westgarth,C
2010-2011,Justin Williams,RW
2010-2011,John Zeiler,RW
2010-2011,J.P. Anderson,G
2010-2011,Dan Boyle,D
2010-2011,Justin Braun,D
2010-2011,Ryane Clowe,LW
2010-2011,Logan Couture,C
2010-2011,Jason Demers,D
2010-2011,Andrew Desjardins,C
2010-2011,Ben Eager,LW
2010-2011,Benn Ferriero,RW
2010-2011,Thomas Greiss,G
2010-2011,Dany Heatley,RW
2010-2011,Kent Huskins,D
2010-2011,Carter Hutton,G
2010-2011,Matt Irwin,D
2010-2011,Derek Joslin,D
2010-2011,Andreas Lilja,D
2010-2011,James Livingston,RW
2010-2011,Cameron MacIntyre,RW
2010-2011,Patrick Marleau,LW
2010-2011,Brandon Mashinter,LW
2010-2011,Jamal Mayers,RW
2010-2011,John McCarthy,LW
2010-2011,Jamie McGinn,LW
2010-2011,Frazer McLaren,LW
2010-2011,Torrey Mitchell,C
2010-2011,Mike Moore,D
2010-2011,Douglas Murray,D
2010-2011,Scott Nichol,C
2010-2011,Antti Niemi,G
2010-2011,Antero Niittymaki,G
2010-2011,Joe Pavelski,C
2010-2011,Nicholas Petrecki,D
2010-2011,Devin Setoguchi,RW
2010-2011,Alex Stalock,G
2010-2011,Sean Sullivan,D
2010-2011,Joe Thornton,C
2010-2011,Marc-Edouard Vlasic,D
2010-2011,Niclas Wallin,D
2010-2011,Kyle Wellwood,C
2010-2011,Ian White,D
2010-2011,Jordan White,G
2010-2011,Tommy Wingels,C
2011-2012,Artem Anisimov,C
2011-2012,Sean Avery,LW
2011-2012,Brendan Bell,D
2011-2012,Stu Bickel,D
2011-2012,Martin Biron,G
2011-2012,Ryan Bourque,C
2011-2012,Brian Boyle,C
2011-2012,Ryan Callahan,RW
2011-2012,Erik Christensen,C
2011-2012,Michael Del Zotto,D
2011-2012,Andre Deveaux,C
2011-2012,Brandon Dubinsky,C
2011-2012,Steve Eminger,D
2011-2012,Tim Erixon,D
2011-2012,Ruslan Fedotenko,LW
2011-2012,Marian Gaborik,RW
2011-2012,Daniel Girardi,D
2011-2012,Carl Hagelin,LW
2011-2012,Chad Johnson,G
2011-2012,Chad Kolarik,C
2011-2012,Chris Kreider,LW
2011-2012,Henrik Lundqvist,G
2011-2012,Ryan McDonagh,D
2011-2012,Dylan McIlrath,D
2011-2012,J.T. Miller,C
2011-2012,John Mitchell,C
2011-2012,Kris Newbury,C
2011-2012,Brandon Prust,LW
2011-2012,Brad Richards,C
2011-2012,Michael Rupp,C
2011-2012,Michael Sauer,D
2011-2012,John Scott,LW
2011-2012,Marc Staal,D
2011-2012,Derek Stepan,C
2011-2012,Anton Stralman,D
2011-2012,Cameron Talbot,G
2011-2012,Andreas Thuresson,RW
2011-2012,Michael Vernace,D
2011-2012,Dale Weise,RW
2011-2012,Casey Wellman,C
2011-2012,Wojtek Wolski,LW
2011-2012,Jeff Woywitka,D
2011-2012,Mats Zuccarello,LW
2011-2012,Craig Adams,RW
2011-2012,Arron Asham,RW
2011-2012,Robert Bortuzzo,D
2011-2012,Matt Cooke,LW
2011-2012,Sidney Crosby,C
2011-2012,Simon Despres,D
2011-2012,Pascal Dupuis,RW
2011-2012,Deryk Engelland,D
2011-2012,Marc-Andre Fleury,G
2011-2012,Scott Harrington,D
2011-2012,Dustin Jeffrey,LW
2011-2012,Brent Johnson,G
2011-2012,Nick Johnson,RW
2011-2012,Tyler Kennedy,C
2011-2012,Chris Kunitz,LW
2011-2012,Kris Letang,D
2011-2012,Mark Letestu,C
2011-2012,Ben Lovejoy,D
2011-2012,Steve MacIntyre,LW
2011-2012,Evgeni Malkin,C
2011-2012,Paul Martin,D
2011-2012,Colin McDonald,RW
2011-2012,Zbynek Michalek,D
2011-2012,Joseph Morrow,D
2011-2012,Scott Munroe,G
2011-2012,James Neal,LW
2011-2012,Matt Niskanen,D
2011-2012,Cal O'Reilly,C
2011-2012,Brooks Orpik,D
2011-2012,Richard Park,RW
2011-2012,Nick Petersen,RW
2011-2012,Alexandre Picard,D
2011-2012,Carl Sneep,D
2011-2012,Jordan Staal,C
2011-2012,Brian Strait,D
2011-2012,Steve Sullivan,LW
2011-2012,Eric Tangradi,LW
2011-2012,Brad Thiessen,G
2011-2012,Boris Valabik,D
2011-2012,Joe Vitale,C
2011-2012,Jason Williams,C
2011-2012,Bryan Allen,D
2011-2012,Brian Boucher,G
2011-2012,Drayson Bowman,LW
2011-2012,Zach Boychuk,C
2011-2012,Tim Brent,C
2011-2012,Zac Dalpe,C
2011-2012,Patrick Dwyer,RW
2011-2012,Justin Faulk,D
2011-2012,Tim Gleason,D
2011-2012,Jay Harrison,D
2011-2012,Jussi Jokinen,LW
2011-2012,Derek Joslin,D
2011-2012,Tomas Kaberle,D
2011-2012,Chad Larose,RW
2011-2012,Jamie McBain,D
2011-2012,Mike Murphy,G
2011-2012,Riley Nash,C
2011-2012,Andreas Nodl,RW
2011-2012,Justin Peters,G
2011-2012,Joni Pitkanen,D
2011-2012,Alexei Ponikarovsky,LW
2011-2012,Tuomo Ruutu,C
2011-2012,Jerome Samson,RW
2011-2012,Bobby Sanguinetti,D
2011-2012,Jeff Skinner,C
2011-2012,Jaroslav Spacek,D
2011-2012,Eric Staal,C
2011-2012,Anthony Stewart,RW
2011-2012,Brandon Sutter,C
2011-2012,Brett Sutter,C
2011-2012,Jiri Tlusty,C
2011-2012,Cam Ward,G
2011-2012,Jeremy Welsh,C
2011-2012,Jason Bacashihua,G
2011-2012,Oskars Bartulis,D
2011-2012,Blair Betts,C
2011-2012,Sergei Bobrovsky,G
2011-2012,Marc-Andre Bourdon,D
2011-2012,Daniel Briere,RW
2011-2012,Tyler Brown,LW
2011-2012,Ilya Bryzgalov,G
2011-2012,Matt Carle,D
2011-2012,Braydon Coburn,D
2011-2012,Sean Couturier,C
2011-2012,Matthew Ford,RW
2011-2012,Claude Giroux,RW
2011-2012,Nicklas Grossmann,D
2011-2012,Erik Gustafsson,D
2011-2012,Scott Hartnell,LW
2011-2012,Ben Holmstrom,C
2011-2012,Jaromir Jagr,RW
2011-2012,Blake Kessel,D
2011-2012,Pavel Kubina,D
2011-2012,Ian LaPerriere,RW
2011-2012,Oliver Lauridsen,D
2011-2012,Michael Leighton,G
2011-2012,Andreas Lilja,D
2011-2012,Adam Mair,RW
2011-2012,Brandon Manning,D
2011-2012,Kevin Marshall,D
2011-2012,Tye McGinn,LW
2011-2012,Andrej Meszaros,D
2011-2012,Andreas Nodl,RW
2011-2012,Chris Pronger,D
2011-2012,Matt Read,RW
2011-2012,Zac Rinaldo,C
2011-2012,Brayden Schenn,C
2011-2012,Tommy Sestito,LW
2011-2012,Jody Shelley,LW
2011-2012,Wayne Simmonds,RW
2011-2012,Maxime Talbot,C
2011-2012,Mike Testwuide,RW
2011-2012,Kimmo Timonen,D
2011-2012,James Van Riemsdyk,LW
2011-2012,Jakub Voracek,RW
2011-2012,Matt Walker,D
2011-2012,Eric Wellwood,LW
2011-2012,Harry Zolnierczyk,LW
2011-2012,Josh Bailey,C
2011-2012,Casey Cizikas,C
2011-2012,Blake Comeau,LW
2011-2012,Calvin de Haan,D
2011-2012,Rick DiPietro,G
2011-2012,Matt Donovan,D
2011-2012,Mark Eaton,D
2011-2012,Trevor Frischmon,C
2011-2012,Trevor Gillies,LW
2011-2012,Michael Grabner,RW
2011-2012,John Grahame,G
2011-2012,Micheal Haley,C
2011-2012,Travis Hamonic,D
2011-2012,Milan Jurcina,D
2011-2012,Andrew MacDonald,D
2011-2012,Matt Martin,LW
2011-2012,Al Montoya,G
2011-2012,Mike Mottau,D
2011-2012,Matt Moulson,LW
2011-2012,Evgeni Nabokov,G
2011-2012,Aaron Ness,D
2011-2012,Nino Niederreiter,RW
2011-2012,Frans Nielsen,C
2011-2012,Anders Nilsson,G
2011-2012,Kyle Okposo,RW
2011-2012,Jay Pandolfo,LW
2011-2012,PA Parenteau,RW
2011-2012,Kevin Poulin,G
2011-2012,Rhett Rakhshani,RW
2011-2012,Marty Reasoner,C
2011-2012,Dylan Reese,D
2011-2012,Brian Rolston,RW
2011-2012,Steve Staios,D
2011-2012,Mark Streit,D
2011-2012,Ryan Strome,C
2011-2012,John Tavares,C
2011-2012,David Ullstrom,C
2011-2012,Tim Wallace,RW
2011-2012,Ty Wishart,D
2011-2012,Matt Anderson,RW
2011-2012,Steve Bernier,RW
2011-2012,Eric Boulton,LW
2011-2012,Martin Brodeur,G
2011-2012,Ryan Carter,C
2011-2012,David Clarkson,RW
2011-2012,Matthew Corrente,D
2011-2012,Patrik Elias,C
2011-2012,Mark Fayne,D
2011-2012,Kurtis Foster,D
2011-2012,Mark Fraser,D
2011-2012,Jeff Frazee,G
2011-2012,Stephen Gionta,RW
2011-2012,Andy Greene,D
2011-2012,Peter Harrold,D
2011-2012,Johan Hedberg,G
2011-2012,Adam Henrique,C
2011-2012,Cam Janssen,RW
2011-2012,Jacob Josefson,C
2011-2012,Keith Kinkaid,G
2011-2012,Ilya Kovalchuk,LW
2011-2012,Adam Larsson,D
2011-2012,Jay Leach,D
2011-2012,Brad Mills,C
2011-2012,Nick Palmieri,RW
2011-2012,Zach Parise,LW
2011-2012,Rod Pelley,C
2011-2012,Alexei Ponikarovsky,LW
2011-2012,Bryce Salvador,D
2011-2012,Tim Sestito,C
2011-2012,David Steckel,C
2011-2012,Anton Stralman,D
2011-2012,Petr Sykora,RW
2011-2012,Henrik Tallinder,D
2011-2012,Matt Taormina,D
2011-2012,Mattias Tedenby,RW
2011-2012,Alexander Urbom,D
2011-2012,Stephane Veilleux,LW
2011-2012,Anton Volchenkov,D
2011-2012,Chad Wiseman,LW
2011-2012,Travis Zajac,C
2011-2012,Steven Zalewski,C
2011-2012,Vladimir Zharkov,RW
2011-2012,Marek Zidlicky,D
2011-2012,Dainius Zubrus,C
2011-2012,Karl Alzner,D
2011-2012,Keith Aucoin,RW
2011-2012,Nicklas Backstrom,C
2011-2012,Jay Beagle,RW
2011-2012,Troy Brouwer,RW
2011-2012,John Carlson,D
2011-2012,Mike Carman,C
2011-2012,Jason Chimera,LW
2011-2012,Sean Collins,D
2011-2012,Cody Eakin,C
2011-2012,John Erskine,D
2011-2012,Mike Green,D
2011-2012,Kyle Greentree,LW
2011-2012,Jeff Halpern,C
2011-2012,Roman Hamrlik,D
2011-2012,Matt Hendricks,C
2011-2012,Braden Holtby,G
2011-2012,Marcus Johansson,C
2011-2012,D.J. King,LW
2011-2012,Mike Knuble,RW
2011-2012,Tomas Kundratek,D
2011-2012,Brooks Laich,C
2011-2012,Kevin Marshall,D
2011-2012,Michal Neuvirth,G
2011-2012,Dmitri Orlov,D
2011-2012,Alexander Ovechkin,LW
2011-2012,Mathieu Perreault,C
2011-2012,Tom Poti,D
2011-2012,Joel Rechlicz,RW
2011-2012,Dany Sabourin,G
2011-2012,Jeff Schultz,D
2011-2012,Alexander Semin,LW
2011-2012,Mattias Sjogren,C
2011-2012,Tomas Vokoun,G
2011-2012,Joel Ward,RW
2011-2012,Dennis Wideman,D
2011-2012,Cam Atkinson,RW
2011-2012,Cody Bass,C
2011-2012,Jared Boll,RW
2011-2012,Darryl Boyce,C
2011-2012,Derick Brassard,C
2011-2012,Dane Byers,LW
2011-2012,Matt Calvert,LW
2011-2012,Jeff Carter,C
2011-2012,Grant Clitsome,D
2011-2012,Mathieu Corbeil-Theriault,G
2011-2012,Matt D'Agostini,RW
2011-2012,Mark Dekanich,G
2011-2012,Derek Dorsett,RW
2011-2012,Colton Gillies,LW
2011-2012,Alexandre Giroux,LW
2011-2012,Cody Goloubef,D
2011-2012,Shawn Hunwick,G
2011-2012,Kristian Huselius,LW
2011-2012,Ryan Johansen,C
2011-2012,Aaron Johnson,D
2011-2012,Jack Johnson,D
2011-2012,Andrew Joudrey,C
2011-2012,Tomas Kubalik,RW
2011-2012,Brett Lebda,D
2011-2012,Mark Letestu,C
2011-2012,Derek MacKenzie,C
2011-2012,Radek Martinek,D
2011-2012,Steve Mason,G
2011-2012,Maksim Mayorov,LW
2011-2012,Marc Methot,D
2011-2012,John Moore,D
2011-2012,Rick Nash,RW
2011-2012,Nikita Nikitin,D
2011-2012,Samuel Pahlsson,C
2011-2012,Vinny Prospal,LW
2011-2012,Dalton Prout,D
2011-2012,Kris Russell,D
2011-2012,Ryan Russell,C
2011-2012,Curtis Sanford,G
2011-2012,David Savard,D
2011-2012,Fedor Tyutin,D
2011-2012,R.J. Umberger,LW
2011-2012,Antoine Vermette,C
2011-2012,James Wisniewski,D
2011-2012,Allen York,G
2011-2012,Daniel Alfredsson,RW
2011-2012,Craig Anderson,G
2011-2012,Alexander Auld,G
2011-2012,Ben Bishop,G
2011-2012,Mark Borowiecki,D
2011-2012,Bobby Butler,RW
2011-2012,Matt Carkner,D
2011-2012,Erik Condra,RW
2011-2012,Jared Cowen,D
2011-2012,Stephane Da Costa,C
2011-2012,Kaspars Daugavins,LW
2011-2012,Nikita Filatov,LW
2011-2012,Nick Foligno,LW
2011-2012,Matt Gilroy,D
2011-2012,Sergei Gonchar,D
2011-2012,Derek Grant,C
2011-2012,Colin Greening,LW
2011-2012,Mike Hoffman,LW
2011-2012,Erik Karlsson,D
2011-2012,Rob Klinkhammer,LW
2011-2012,Zenon Konopka,C
2011-2012,Filip Kuba,D
2011-2012,Brian Lee,D
2011-2012,Robin Lehner,G
2011-2012,Corey Locke,C
2011-2012,Milan Michalek,LW
2011-2012,Chris Neil,RW
2011-2012,Jim O'Brien,C
2011-2012,Jean-Gabriel Pageau,C
2011-2012,Mark Parrish,RW
2011-2012,Andre Petersson,RW
2011-2012,Chris Phillips,D
2011-2012,Shane Prince,C
2011-2012,Peter Regin,C
2011-2012,David Rundblad,D
2011-2012,Jakob Silfverberg,RW
2011-2012,Zack Smith,C
2011-2012,Jason Spezza,C
2011-2012,Mark Stone,RW
2011-2012,Kyle Turris,C
2011-2012,Patrick Wiercioch,D
2011-2012,Jesse Winchester,C
2011-2012,Mika Zibanejad,C
2011-2012,Luke Adam,C
2011-2012,Brad Boyes,RW
2011-2012,T.J. Brennan,D
2011-2012,Christian Ehrhoff,D
2011-2012,Matt Ellis,LW
2011-2012,Tyler Ennis,C
2011-2012,Jhonas Enroth,G
2011-2012,Joe Finley,D
2011-2012,Marcus Foligno,LW
2011-2012,Paul Gaustad,C
2011-2012,Nathan Gerbe,C
2011-2012,Marc-Andre Gragnani,D
2011-2012,Jochen Hecht,C
2011-2012,Cody Hodgson,C
2011-2012,Patrick Kaleta,RW
2011-2012,Zach Kassian,RW
2011-2012,Ville Leino,C
2011-2012,Jordan Leopold,D
2011-2012,Drew MacIntyre,G
2011-2012,Cody McCormick,C
2011-2012,Brayden McNabb,D
2011-2012,Ryan Miller,G
2011-2012,Tyler Myers,D
2011-2012,Jason Pominville,RW
2011-2012,Robyn Regehr,D
2011-2012,Derek Roy,C
2011-2012,Andrej Sekera,D
2011-2012,Drew Stafford,RW
2011-2012,Colin Stuart,LW
2011-2012,Alexander Sulzer,D
2011-2012,Paul Szczechura,C
2011-2012,Corey Tropp,RW
2011-2012,Travis Turnbull,C
2011-2012,Thomas Vanek,LW
2011-2012,Mike Weber,D
2011-2012,Derek Whitmore,LW
2011-2012,Olivier Archambault,LW
2011-2012,Alexander Avtsin,RW
2011-2012,Nathan Beaulieu,D
2011-2012,Blair Betts,C
2011-2012,Michael Blunden,RW
2011-2012,Michael Bournival,LW
2011-2012,Rene Bourque,RW
2011-2012,Peter Budaj,G
2011-2012,Joe Callahan,D
2011-2012,Michael Cammalleri,LW
2011-2012,Chris Campoli,D
2011-2012,Erik Cole,LW
2011-2012,Mathieu Darche,LW
2011-2012,David Desharnais,C
2011-2012,Phil Desimone,LW
2011-2012,Raphael Diaz,D
2011-2012,Gabriel Dumont,C
2011-2012,Lars Eller,C
2011-2012,Morgan Ellis,D
2011-2012,Alexei Emelin,D
2011-2012,Andreas Engqvist,RW
2011-2012,Brendan Gallagher,RW
2011-2012,Blake Geoffrion,LW
